OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,PrimeDelivery,WarehouseLocation
AMA-451304,PID-6673,Headphones,Accessories,6,697.24,2047-12-08,CUST-7599,Taylor,customer303@example.com,+91-7843421936,"11 Street, City-50, State-8",2047-12-12,In Transit,Amazon,True,North
AMA-610708,PID-9654,Watch,Electronics,1,577.58,2047-12-09,CUST-3774,Sam,customer396@example.com,+91-7881244275,"153 Street, City-63, State-12",2047-12-13,Cancelled,Amazon,True,West
AMA-815904,PID-5064,Phone,Accessories,5,886.97,2047-12-10,CUST-8485,Taylor,customer797@example.com,+91-7138942983,"270 Street, City-84, State-2",2047-12-14,Delivered,Amazon,False,West
AMA-334833,PID-6911,Shoes,Electronics,9,845.08,2047-12-11,CUST-5017,Sam,customer216@example.com,+91-9708381418,"454 Street, City-64, State-12",2047-12-15,Cancelled,Amazon,True,South
AMA-602431,PID-2953,Phone,Electronics,9,946.64,2047-12-12,CUST-8146,Sam,customer76@example.com,+91-8427432751,"15 Street, City-14, State-14",2047-12-16,Delivered,Amazon,False,North
AMA-955458,PID-2811,Laptop,Fashion,8,791.26,2047-12-13,CUST-2235,Sam,customer248@example.com,+91-8230938262,"171 Street, City-3, State-6",2047-12-17,In Transit,Amazon,True,West
AMA-892143,PID-1663,Watch,Fashion,4,748.1,2047-12-14,CUST-2569,Sam,customer133@example.com,+91-8220044194,"104 Street, City-84, State-4",2047-12-18,Delivered,Amazon,False,North
AMA-446060,PID-2910,Headphones,Books,10,671.38,2047-12-15,CUST-2897,John,customer72@example.com,+91-8100682401,"391 Street, City-70, State-8",2047-12-19,Cancelled,Amazon,False,East
AMA-678919,PID-2741,Headphones,Fashion,1,673.26,2047-12-16,CUST-1152,Taylor,customer890@example.com,+91-7110386847,"69 Street, City-21, State-11",2047-12-20,In Transit,Amazon,True,South
AMA-759258,PID-2445,Laptop,Accessories,6,482.03,2047-12-17,CUST-4308,Taylor,customer109@example.com,+91-8120187259,"245 Street, City-48, State-19",2047-12-21,Delivered,Amazon,True,East
AMA-459000,PID-7711,Shoes,Books,2,301.84,2047-12-18,CUST-6563,Chris,customer21@example.com,+91-7151119551,"205 Street, City-33, State-5",2047-12-22,Delivered,Amazon,True,East
AMA-615949,PID-4301,Laptop,Electronics,10,234.72,2047-12-19,CUST-9635,Chris,customer662@example.com,+91-8848171622,"218 Street, City-100, State-17",2047-12-23,Delivered,Amazon,True,South
AMA-250322,PID-7253,Laptop,Fashion,4,284.43,2047-12-20,CUST-3322,Taylor,customer764@example.com,+91-7060344069,"450 Street, City-8, State-17",2047-12-24,Cancelled,Amazon,True,South
AMA-473880,PID-5813,Headphones,Fashion,2,599.05,2047-12-21,CUST-6791,Chris,customer667@example.com,+91-9221241055,"309 Street, City-45, State-29",2047-12-25,Delivered,Amazon,False,East
AMA-264980,PID-4163,Watch,Fashion,8,571.51,2047-12-22,CUST-2796,Chris,customer159@example.com,+91-9425345516,"65 Street, City-3, State-19",2047-12-26,Delivered,Amazon,True,East
AMA-183872,PID-5430,Book,Fashion,8,368.87,2047-12-23,CUST-6240,Taylor,customer80@example.com,+91-7330477075,"96 Street, City-63, State-14",2047-12-27,Delivered,Amazon,True,West
AMA-611246,PID-6240,Phone,Books,7,667.31,2047-12-24,CUST-4799,Alex,customer216@example.com,+91-7835755632,"177 Street, City-72, State-19",2047-12-28,Cancelled,Amazon,True,West
AMA-801702,PID-2716,Book,Fashion,2,833.25,2047-12-25,CUST-6623,Alex,customer994@example.com,+91-7391039035,"359 Street, City-52, State-17",2047-12-29,Delivered,Amazon,False,South
AMA-873859,PID-4311,Laptop,Electronics,1,502.15,2047-12-26,CUST-2156,Chris,customer675@example.com,+91-8205902513,"476 Street, City-87, State-1",2047-12-30,Delivered,Amazon,False,East
AMA-210809,PID-5209,Shoes,Electronics,10,760.17,2047-12-27,CUST-5281,John,customer212@example.com,+91-7355545291,"174 Street, City-61, State-4",2047-12-31,In Transit,Amazon,False,West
AMA-238437,PID-9508,Watch,Electronics,6,153.65,2047-12-28,CUST-4025,Sam,customer180@example.com,+91-9167548429,"225 Street, City-99, State-17",2048-01-01,In Transit,Amazon,False,East
AMA-574031,PID-9141,Phone,Accessories,3,566.36,2047-12-29,CUST-9468,Alex,customer68@example.com,+91-8814616141,"483 Street, City-43, State-5",2048-01-02,Delivered,Amazon,True,South
AMA-304269,PID-7123,Laptop,Fashion,4,968.42,2047-12-30,CUST-7988,Jane,customer827@example.com,+91-9354929461,"133 Street, City-83, State-10",2048-01-03,In Transit,Amazon,False,West
AMA-572223,PID-6145,Shoes,Accessories,5,808.06,2047-12-31,CUST-7017,Sam,customer370@example.com,+91-8478444434,"345 Street, City-98, State-11",2048-01-04,Delivered,Amazon,True,South
AMA-842993,PID-3029,Shoes,Electronics,10,998.5,2048-01-01,CUST-9073,John,customer291@example.com,+91-7262687518,"311 Street, City-57, State-28",2048-01-05,Delivered,Amazon,False,East
AMA-205375,PID-7152,Phone,Fashion,3,112.55,2048-01-02,CUST-1343,Alex,customer436@example.com,+91-7019296916,"451 Street, City-47, State-30",2048-01-06,Cancelled,Amazon,False,South
AMA-806445,PID-5881,Watch,Fashion,8,584.65,2048-01-03,CUST-5847,Taylor,customer119@example.com,+91-8393885687,"298 Street, City-61, State-24",2048-01-07,Delivered,Amazon,True,East
AMA-204118,PID-7058,Book,Electronics,9,164.92,2048-01-04,CUST-5919,Jane,customer10@example.com,+91-9527041071,"475 Street, City-95, State-8",2048-01-08,Delivered,Amazon,True,East
AMA-646647,PID-9007,Watch,Accessories,4,149.59,2048-01-05,CUST-5665,John,customer410@example.com,+91-7467649975,"12 Street, City-38, State-25",2048-01-09,Delivered,Amazon,True,South
AMA-613816,PID-2667,Watch,Books,4,428.98,2048-01-06,CUST-3315,Sam,customer252@example.com,+91-9307953100,"430 Street, City-84, State-5",2048-01-10,In Transit,Amazon,False,East
AMA-169501,PID-9390,Watch,Electronics,8,234.54,2048-01-07,CUST-2877,Jane,customer336@example.com,+91-9852478750,"172 Street, City-71, State-5",2048-01-11,In Transit,Amazon,True,West
AMA-676699,PID-8510,Watch,Accessories,6,991.18,2048-01-08,CUST-3537,John,customer150@example.com,+91-9902157187,"47 Street, City-19, State-10",2048-01-12,Cancelled,Amazon,False,South
AMA-142100,PID-4394,Watch,Fashion,8,183.99,2048-01-09,CUST-7292,Alex,customer384@example.com,+91-9427722694,"441 Street, City-78, State-12",2048-01-13,Cancelled,Amazon,True,East
AMA-516135,PID-9702,Watch,Fashion,8,414.32,2048-01-10,CUST-9067,Taylor,customer398@example.com,+91-9177903838,"386 Street, City-73, State-11",2048-01-14,In Transit,Amazon,False,East
AMA-380980,PID-7155,Headphones,Books,2,274.34,2048-01-11,CUST-1441,Chris,customer270@example.com,+91-9507606321,"462 Street, City-17, State-1",2048-01-15,Delivered,Amazon,False,East
AMA-242599,PID-4167,Shoes,Fashion,5,402.04,2048-01-12,CUST-6627,Jane,customer721@example.com,+91-8683596029,"260 Street, City-95, State-19",2048-01-16,Cancelled,Amazon,False,West
AMA-384483,PID-2128,Laptop,Accessories,7,982.19,2048-01-13,CUST-1290,Chris,customer729@example.com,+91-8656952944,"42 Street, City-75, State-1",2048-01-17,In Transit,Amazon,True,West
AMA-183981,PID-6156,Shoes,Books,6,886.51,2048-01-14,CUST-9636,Jane,customer481@example.com,+91-9481503611,"61 Street, City-77, State-27",2048-01-18,In Transit,Amazon,True,East
AMA-658741,PID-9263,Shoes,Fashion,3,669.63,2048-01-15,CUST-9035,John,customer804@example.com,+91-7409877383,"419 Street, City-60, State-8",2048-01-19,In Transit,Amazon,True,South
AMA-391694,PID-4351,Watch,Accessories,10,701.87,2048-01-16,CUST-6031,Jane,customer990@example.com,+91-9326361597,"71 Street, City-32, State-27",2048-01-20,In Transit,Amazon,True,North
AMA-317484,PID-9808,Laptop,Fashion,5,326.56,2048-01-17,CUST-1990,Chris,customer663@example.com,+91-9735175245,"236 Street, City-90, State-2",2048-01-21,In Transit,Amazon,False,North
AMA-950924,PID-8034,Laptop,Fashion,4,951.62,2048-01-18,CUST-3829,Chris,customer55@example.com,+91-9743210676,"268 Street, City-43, State-22",2048-01-22,Delivered,Amazon,True,North
AMA-360597,PID-3564,Laptop,Books,5,162.6,2048-01-19,CUST-6842,Sam,customer689@example.com,+91-8762941482,"348 Street, City-27, State-28",2048-01-23,Cancelled,Amazon,True,East
AMA-207767,PID-6707,Watch,Books,6,615.07,2048-01-20,CUST-1470,Jane,customer867@example.com,+91-7561251423,"73 Street, City-21, State-6",2048-01-24,Delivered,Amazon,True,South
AMA-789287,PID-9100,Shoes,Books,1,227.26,2048-01-21,CUST-8328,John,customer379@example.com,+91-8300950723,"195 Street, City-22, State-18",2048-01-25,Cancelled,Amazon,False,East
AMA-132384,PID-9506,Headphones,Fashion,5,987.08,2048-01-22,CUST-9908,Taylor,customer15@example.com,+91-7829015000,"57 Street, City-78, State-22",2048-01-26,Cancelled,Amazon,False,South
AMA-316459,PID-9396,Phone,Fashion,2,899.57,2048-01-23,CUST-7555,Chris,customer523@example.com,+91-9576499843,"4 Street, City-84, State-19",2048-01-27,Cancelled,Amazon,False,South
AMA-218399,PID-5543,Shoes,Fashion,9,467.56,2048-01-24,CUST-9458,Taylor,customer222@example.com,+91-8694755195,"172 Street, City-66, State-23",2048-01-28,In Transit,Amazon,True,East
AMA-417838,PID-5811,Headphones,Electronics,1,819.43,2048-01-25,CUST-6238,Alex,customer582@example.com,+91-9413387327,"72 Street, City-49, State-5",2048-01-29,In Transit,Amazon,False,South
AMA-484961,PID-5054,Phone,Accessories,1,352.48,2048-01-26,CUST-1239,Chris,customer446@example.com,+91-7612508589,"102 Street, City-22, State-14",2048-01-30,In Transit,Amazon,False,South
AMA-120842,PID-4779,Phone,Accessories,7,950.32,2048-01-27,CUST-2996,Taylor,customer375@example.com,+91-7932158873,"478 Street, City-52, State-18",2048-01-31,In Transit,Amazon,True,North
AMA-856622,PID-7319,Shoes,Books,1,776.56,2048-01-28,CUST-4297,Chris,customer301@example.com,+91-9845457775,"134 Street, City-98, State-13",2048-02-01,Cancelled,Amazon,False,East
AMA-740748,PID-7839,Phone,Accessories,9,759.05,2048-01-29,CUST-6431,John,customer54@example.com,+91-8318202352,"434 Street, City-29, State-9",2048-02-02,In Transit,Amazon,True,North
AMA-309687,PID-7396,Headphones,Accessories,6,119.21,2048-01-30,CUST-9204,John,customer291@example.com,+91-8961810288,"86 Street, City-8, State-3",2048-02-03,In Transit,Amazon,False,South
AMA-761609,PID-5540,Shoes,Electronics,10,731.4,2048-01-31,CUST-7496,Sam,customer178@example.com,+91-7176922216,"237 Street, City-1, State-6",2048-02-04,Delivered,Amazon,True,West
AMA-565272,PID-5275,Phone,Accessories,10,961.24,2048-02-01,CUST-8183,Alex,customer439@example.com,+91-9888947705,"355 Street, City-39, State-8",2048-02-05,In Transit,Amazon,False,West
AMA-502472,PID-5883,Watch,Accessories,6,739.79,2048-02-02,CUST-2542,John,customer818@example.com,+91-8551966392,"467 Street, City-41, State-14",2048-02-06,In Transit,Amazon,True,North
AMA-984723,PID-9127,Book,Fashion,5,706.77,2048-02-03,CUST-7238,John,customer805@example.com,+91-9764024348,"39 Street, City-71, State-21",2048-02-07,In Transit,Amazon,True,North
AMA-496899,PID-3334,Phone,Fashion,1,418.41,2048-02-04,CUST-2716,John,customer129@example.com,+91-9066252818,"251 Street, City-64, State-13",2048-02-08,Delivered,Amazon,False,East
AMA-745819,PID-5979,Headphones,Books,1,236.51,2048-02-05,CUST-7404,Jane,customer304@example.com,+91-7690108421,"270 Street, City-74, State-22",2048-02-09,Cancelled,Amazon,False,North
AMA-890225,PID-9271,Laptop,Fashion,7,767.36,2048-02-06,CUST-2750,Taylor,customer696@example.com,+91-9565661886,"438 Street, City-34, State-5",2048-02-10,Cancelled,Amazon,False,West
AMA-785737,PID-3321,Watch,Books,7,765.9,2048-02-07,CUST-8074,Alex,customer448@example.com,+91-9790148778,"498 Street, City-66, State-17",2048-02-11,Delivered,Amazon,False,South
AMA-469203,PID-1188,Shoes,Books,3,661.54,2048-02-08,CUST-8878,Taylor,customer108@example.com,+91-9570815507,"257 Street, City-64, State-11",2048-02-12,Delivered,Amazon,True,East
AMA-392930,PID-8006,Book,Fashion,2,770.1,2048-02-09,CUST-1599,John,customer833@example.com,+91-9439878494,"370 Street, City-72, State-11",2048-02-13,In Transit,Amazon,False,East
AMA-556788,PID-5962,Book,Fashion,5,479.35,2048-02-10,CUST-6778,Taylor,customer709@example.com,+91-8535346790,"153 Street, City-92, State-2",2048-02-14,Delivered,Amazon,True,South
AMA-585409,PID-5961,Phone,Accessories,4,586.95,2048-02-11,CUST-5986,Chris,customer468@example.com,+91-9972433874,"397 Street, City-88, State-18",2048-02-15,Cancelled,Amazon,False,South
AMA-251977,PID-8813,Laptop,Accessories,5,557.01,2048-02-12,CUST-4440,Taylor,customer835@example.com,+91-9011964938,"86 Street, City-61, State-8",2048-02-16,In Transit,Amazon,True,North
AMA-828059,PID-6975,Book,Electronics,1,887.13,2048-02-13,CUST-4782,Sam,customer985@example.com,+91-9603857858,"269 Street, City-2, State-2",2048-02-17,Cancelled,Amazon,True,South
AMA-597702,PID-8834,Shoes,Electronics,4,621.88,2048-02-14,CUST-5163,John,customer386@example.com,+91-9577554467,"382 Street, City-76, State-22",2048-02-18,Cancelled,Amazon,False,West
AMA-359337,PID-2326,Headphones,Electronics,10,116.97,2048-02-15,CUST-1652,Sam,customer777@example.com,+91-8348761303,"69 Street, City-10, State-23",2048-02-19,In Transit,Amazon,False,North
AMA-459159,PID-3297,Phone,Books,2,415.98,2048-02-16,CUST-8567,Sam,customer73@example.com,+91-9797095847,"171 Street, City-2, State-15",2048-02-20,In Transit,Amazon,False,East
AMA-450825,PID-2509,Headphones,Accessories,3,545.38,2048-02-17,CUST-7735,Alex,customer998@example.com,+91-9717478200,"388 Street, City-32, State-3",2048-02-21,In Transit,Amazon,False,North
AMA-104397,PID-4175,Phone,Books,3,334.38,2048-02-18,CUST-3051,Chris,customer262@example.com,+91-9008855157,"194 Street, City-17, State-5",2048-02-22,In Transit,Amazon,True,East
AMA-570199,PID-7399,Watch,Fashion,2,430.52,2048-02-19,CUST-3522,Taylor,customer512@example.com,+91-9809901942,"276 Street, City-43, State-6",2048-02-23,Cancelled,Amazon,False,North
AMA-546255,PID-5455,Laptop,Fashion,1,899.24,2048-02-20,CUST-5638,Alex,customer287@example.com,+91-7946588488,"359 Street, City-55, State-27",2048-02-24,In Transit,Amazon,False,West
AMA-483424,PID-5731,Laptop,Fashion,8,928.39,2048-02-21,CUST-4379,Jane,customer687@example.com,+91-9066038564,"223 Street, City-59, State-21",2048-02-25,In Transit,Amazon,False,West
AMA-972446,PID-8781,Laptop,Fashion,8,410.65,2048-02-22,CUST-3413,Chris,customer363@example.com,+91-9584507521,"324 Street, City-80, State-6",2048-02-26,In Transit,Amazon,False,East
AMA-520180,PID-6955,Book,Fashion,5,576.43,2048-02-23,CUST-7991,Taylor,customer176@example.com,+91-8385004281,"415 Street, City-47, State-20",2048-02-27,In Transit,Amazon,False,East
AMA-878020,PID-6873,Headphones,Books,1,589.98,2048-02-24,CUST-3235,Taylor,customer804@example.com,+91-9042975647,"103 Street, City-38, State-1",2048-02-28,In Transit,Amazon,False,North
AMA-264694,PID-1451,Shoes,Books,3,351.74,2048-02-25,CUST-3424,Sam,customer203@example.com,+91-8104790347,"337 Street, City-6, State-24",2048-02-29,In Transit,Amazon,True,South
AMA-694010,PID-8302,Watch,Accessories,8,550.12,2048-02-26,CUST-6484,Taylor,customer195@example.com,+91-7504793656,"239 Street, City-24, State-18",2048-03-01,Delivered,Amazon,False,East
AMA-155745,PID-6826,Watch,Fashion,7,232.05,2048-02-27,CUST-4000,Sam,customer107@example.com,+91-9741320009,"175 Street, City-43, State-17",2048-03-02,Cancelled,Amazon,True,North
AMA-164857,PID-1922,Laptop,Electronics,8,757.46,2048-02-28,CUST-7677,Chris,customer923@example.com,+91-8725935831,"92 Street, City-1, State-15",2048-03-03,In Transit,Amazon,True,South
AMA-171141,PID-2657,Phone,Books,6,275.76,2048-02-29,CUST-3472,John,customer702@example.com,+91-9747160382,"277 Street, City-23, State-27",2048-03-04,In Transit,Amazon,False,West
AMA-556161,PID-4775,Watch,Electronics,5,818.28,2048-03-01,CUST-5018,Jane,customer468@example.com,+91-9251239453,"300 Street, City-48, State-3",2048-03-05,In Transit,Amazon,False,East
AMA-130404,PID-4388,Phone,Fashion,5,543.23,2048-03-02,CUST-3227,Chris,customer738@example.com,+91-8676017373,"236 Street, City-17, State-26",2048-03-06,Delivered,Amazon,True,East
AMA-694285,PID-1111,Headphones,Accessories,6,976.42,2048-03-03,CUST-8550,John,customer197@example.com,+91-7732273991,"201 Street, City-85, State-20",2048-03-07,Delivered,Amazon,False,North
AMA-549536,PID-5397,Watch,Accessories,5,902.93,2048-03-04,CUST-9400,Taylor,customer959@example.com,+91-9218584784,"473 Street, City-37, State-19",2048-03-08,Cancelled,Amazon,True,East
AMA-665701,PID-7092,Shoes,Electronics,6,903.67,2048-03-05,CUST-9816,Sam,customer179@example.com,+91-7984262100,"337 Street, City-24, State-10",2048-03-09,Delivered,Amazon,False,East
AMA-292187,PID-8774,Laptop,Electronics,3,136.78,2048-03-06,CUST-8824,John,customer10@example.com,+91-9956242503,"345 Street, City-66, State-12",2048-03-10,Delivered,Amazon,True,West
AMA-468166,PID-8117,Watch,Accessories,8,332.11,2048-03-07,CUST-2380,Sam,customer473@example.com,+91-8076073757,"274 Street, City-33, State-26",2048-03-11,Delivered,Amazon,False,West
AMA-454547,PID-6607,Phone,Fashion,8,797.6,2048-03-08,CUST-1397,Chris,customer515@example.com,+91-7504876597,"254 Street, City-80, State-19",2048-03-12,In Transit,Amazon,False,South
AMA-366006,PID-5729,Laptop,Accessories,8,741.33,2048-03-09,CUST-4092,John,customer787@example.com,+91-8016786628,"3 Street, City-46, State-15",2048-03-13,Delivered,Amazon,True,West
AMA-136068,PID-9272,Shoes,Fashion,4,899.54,2048-03-10,CUST-8456,Alex,customer17@example.com,+91-7368897901,"82 Street, City-18, State-28",2048-03-14,In Transit,Amazon,False,South
AMA-593921,PID-8501,Book,Books,7,815.82,2048-03-11,CUST-6313,Alex,customer549@example.com,+91-8262206732,"30 Street, City-95, State-13",2048-03-15,Delivered,Amazon,True,South
AMA-614913,PID-8536,Headphones,Books,9,986.23,2048-03-12,CUST-5775,Taylor,customer97@example.com,+91-7468973972,"374 Street, City-40, State-6",2048-03-16,Delivered,Amazon,True,North
AMA-436417,PID-6858,Shoes,Accessories,2,327.6,2048-03-13,CUST-1931,Jane,customer467@example.com,+91-9786509647,"237 Street, City-42, State-28",2048-03-17,Delivered,Amazon,True,West
AMA-807945,PID-1688,Headphones,Fashion,4,250.0,2048-03-14,CUST-8597,Taylor,customer584@example.com,+91-7873752302,"335 Street, City-12, State-11",2048-03-18,Cancelled,Amazon,False,East
AMA-575333,PID-5223,Book,Accessories,6,529.3,2048-03-15,CUST-1630,Jane,customer678@example.com,+91-8209789713,"440 Street, City-89, State-30",2048-03-19,In Transit,Amazon,True,East
AMA-389157,PID-5322,Shoes,Fashion,2,500.1,2048-03-16,CUST-1003,Chris,customer978@example.com,+91-9073359839,"86 Street, City-48, State-23",2048-03-20,Cancelled,Amazon,False,South
AMA-628068,PID-6551,Shoes,Accessories,8,792.72,2048-03-17,CUST-8891,Jane,customer470@example.com,+91-9926110380,"453 Street, City-24, State-23",2048-03-21,In Transit,Amazon,False,North
AMA-900007,PID-1666,Shoes,Accessories,5,767.64,2048-03-18,CUST-5589,Chris,customer29@example.com,+91-7862185290,"297 Street, City-18, State-28",2048-03-22,Delivered,Amazon,False,North
AMA-809587,PID-5668,Phone,Electronics,5,711.18,2048-03-19,CUST-1595,Chris,customer805@example.com,+91-7997967779,"285 Street, City-4, State-22",2048-03-23,Cancelled,Amazon,False,East
AMA-512480,PID-5754,Headphones,Electronics,3,693.66,2048-03-20,CUST-2931,Sam,customer514@example.com,+91-7731877488,"375 Street, City-11, State-17",2048-03-24,Delivered,Amazon,True,East
AMA-270123,PID-5545,Watch,Fashion,9,838.69,2048-03-21,CUST-5784,Alex,customer316@example.com,+91-7078514054,"74 Street, City-16, State-18",2048-03-25,Cancelled,Amazon,False,South
AMA-827909,PID-1303,Watch,Books,3,184.48,2048-03-22,CUST-4952,Chris,customer221@example.com,+91-8041665504,"347 Street, City-35, State-10",2048-03-26,Delivered,Amazon,False,East
AMA-906035,PID-6373,Laptop,Books,8,969.26,2048-03-23,CUST-3869,John,customer672@example.com,+91-8439052778,"303 Street, City-93, State-17",2048-03-27,Delivered,Amazon,True,East
AMA-633632,PID-3670,Shoes,Fashion,8,109.76,2048-03-24,CUST-5651,Taylor,customer378@example.com,+91-9257880536,"69 Street, City-85, State-13",2048-03-28,Cancelled,Amazon,False,North
AMA-997047,PID-3842,Phone,Books,10,888.91,2048-03-25,CUST-1876,Sam,customer430@example.com,+91-8777640710,"158 Street, City-17, State-26",2048-03-29,Cancelled,Amazon,False,East
AMA-505891,PID-2567,Phone,Books,3,221.86,2048-03-26,CUST-4223,Taylor,customer821@example.com,+91-9123886284,"292 Street, City-8, State-2",2048-03-30,Delivered,Amazon,True,North
AMA-728043,PID-2580,Phone,Electronics,1,191.1,2048-03-27,CUST-9744,John,customer155@example.com,+91-9642461450,"242 Street, City-12, State-16",2048-03-31,Delivered,Amazon,False,West
AMA-518562,PID-3226,Shoes,Electronics,2,282.97,2048-03-28,CUST-1702,Taylor,customer219@example.com,+91-7531001713,"433 Street, City-3, State-26",2048-04-01,Cancelled,Amazon,False,East
AMA-185937,PID-3589,Watch,Electronics,1,514.55,2048-03-29,CUST-2872,Alex,customer861@example.com,+91-8408134754,"78 Street, City-28, State-14",2048-04-02,Cancelled,Amazon,True,North
AMA-729854,PID-6297,Book,Books,9,249.66,2048-03-30,CUST-5042,Chris,customer901@example.com,+91-9106042379,"109 Street, City-54, State-10",2048-04-03,Delivered,Amazon,False,South
AMA-178517,PID-3360,Watch,Books,1,791.98,2048-03-31,CUST-2218,Alex,customer286@example.com,+91-9496235945,"313 Street, City-69, State-18",2048-04-04,Delivered,Amazon,True,North
AMA-800960,PID-9777,Phone,Accessories,5,354.11,2048-04-01,CUST-9484,Sam,customer419@example.com,+91-8560714395,"282 Street, City-1, State-12",2048-04-05,Cancelled,Amazon,False,East
AMA-312691,PID-3997,Headphones,Fashion,10,964.68,2048-04-02,CUST-2817,John,customer34@example.com,+91-9006986675,"384 Street, City-62, State-13",2048-04-06,Delivered,Amazon,True,South
AMA-792761,PID-8022,Phone,Electronics,6,501.21,2048-04-03,CUST-2047,Taylor,customer630@example.com,+91-7599769885,"2 Street, City-31, State-26",2048-04-07,In Transit,Amazon,False,West
AMA-810718,PID-9692,Headphones,Electronics,2,764.72,2048-04-04,CUST-2269,Taylor,customer932@example.com,+91-9264988883,"388 Street, City-22, State-8",2048-04-08,In Transit,Amazon,False,North
AMA-403944,PID-1792,Laptop,Accessories,1,766.56,2048-04-05,CUST-9101,Sam,customer116@example.com,+91-9766206292,"1 Street, City-68, State-19",2048-04-09,Cancelled,Amazon,True,North
AMA-766122,PID-2233,Laptop,Books,8,735.36,2048-04-06,CUST-3498,Taylor,customer634@example.com,+91-9408110650,"286 Street, City-35, State-9",2048-04-10,Delivered,Amazon,True,South
AMA-195967,PID-5452,Watch,Accessories,10,155.32,2048-04-07,CUST-1633,John,customer649@example.com,+91-7869847702,"77 Street, City-73, State-4",2048-04-11,Delivered,Amazon,True,South
AMA-803047,PID-9340,Headphones,Accessories,3,644.13,2048-04-08,CUST-5593,Taylor,customer316@example.com,+91-9294827434,"340 Street, City-20, State-25",2048-04-12,In Transit,Amazon,False,South
AMA-324565,PID-7499,Laptop,Electronics,8,453.19,2048-04-09,CUST-2821,Taylor,customer51@example.com,+91-9061829730,"263 Street, City-7, State-26",2048-04-13,Delivered,Amazon,True,North
AMA-596787,PID-9023,Headphones,Accessories,6,735.77,2048-04-10,CUST-9775,Jane,customer818@example.com,+91-8485925000,"280 Street, City-76, State-30",2048-04-14,Cancelled,Amazon,True,North
AMA-271181,PID-3513,Headphones,Fashion,8,512.59,2048-04-11,CUST-3317,Chris,customer553@example.com,+91-8459083005,"493 Street, City-85, State-23",2048-04-15,In Transit,Amazon,True,East
AMA-275640,PID-8264,Phone,Fashion,6,322.18,2048-04-12,CUST-6142,Alex,customer332@example.com,+91-8627837303,"399 Street, City-88, State-15",2048-04-16,Delivered,Amazon,True,East
AMA-149160,PID-6209,Laptop,Books,10,819.79,2048-04-13,CUST-9817,Alex,customer383@example.com,+91-7439846312,"307 Street, City-7, State-2",2048-04-17,Delivered,Amazon,False,North
AMA-685295,PID-3170,Headphones,Electronics,9,484.74,2048-04-14,CUST-7421,Chris,customer247@example.com,+91-9338524789,"115 Street, City-39, State-5",2048-04-18,In Transit,Amazon,False,West
AMA-826206,PID-5075,Phone,Electronics,9,823.26,2048-04-15,CUST-3783,Jane,customer665@example.com,+91-8647525516,"164 Street, City-27, State-8",2048-04-19,Delivered,Amazon,False,North
AMA-961994,PID-7520,Book,Fashion,5,639.08,2048-04-16,CUST-7688,Alex,customer497@example.com,+91-8503488200,"407 Street, City-60, State-24",2048-04-20,In Transit,Amazon,False,West
AMA-913980,PID-8734,Shoes,Fashion,8,489.42,2048-04-17,CUST-3012,Chris,customer507@example.com,+91-8722087342,"40 Street, City-6, State-24",2048-04-21,Cancelled,Amazon,False,South
AMA-565734,PID-8577,Phone,Fashion,6,595.45,2048-04-18,CUST-5243,Taylor,customer619@example.com,+91-7713452304,"2 Street, City-17, State-27",2048-04-22,Delivered,Amazon,True,East
AMA-420342,PID-4717,Headphones,Fashion,7,600.56,2048-04-19,CUST-1648,Taylor,customer174@example.com,+91-7588750725,"373 Street, City-80, State-18",2048-04-23,Cancelled,Amazon,False,South
AMA-493097,PID-6063,Headphones,Fashion,9,687.26,2048-04-20,CUST-2180,John,customer31@example.com,+91-7041076814,"127 Street, City-60, State-5",2048-04-24,In Transit,Amazon,True,South
AMA-740836,PID-8789,Shoes,Fashion,9,923.66,2048-04-21,CUST-2449,Sam,customer306@example.com,+91-8070077328,"149 Street, City-17, State-20",2048-04-25,Cancelled,Amazon,False,South
AMA-998926,PID-8571,Laptop,Accessories,6,265.49,2048-04-22,CUST-9705,Sam,customer206@example.com,+91-9070864869,"115 Street, City-49, State-23",2048-04-26,Delivered,Amazon,True,East
AMA-634641,PID-4542,Laptop,Electronics,6,933.0,2048-04-23,CUST-8467,Chris,customer749@example.com,+91-8794816056,"381 Street, City-32, State-5",2048-04-27,Cancelled,Amazon,True,East
AMA-501863,PID-4859,Laptop,Fashion,6,879.9,2048-04-24,CUST-9429,John,customer678@example.com,+91-9357830791,"464 Street, City-74, State-30",2048-04-28,In Transit,Amazon,True,North
AMA-923799,PID-2998,Book,Fashion,9,989.42,2048-04-25,CUST-9059,John,customer734@example.com,+91-9020554237,"330 Street, City-11, State-2",2048-04-29,Cancelled,Amazon,True,North
AMA-774339,PID-9655,Laptop,Accessories,7,853.97,2048-04-26,CUST-5851,Alex,customer620@example.com,+91-7652106104,"201 Street, City-38, State-17",2048-04-30,Delivered,Amazon,False,North
AMA-607389,PID-6304,Book,Electronics,6,266.86,2048-04-27,CUST-8591,John,customer388@example.com,+91-9092897978,"348 Street, City-26, State-12",2048-05-01,Cancelled,Amazon,True,North
